shop_name,shop_category,shop_subject,shop_facility,shop_region,shop_mon,shop_tue,shop_wed,shop_thu,shop_fri,shop_sat,shop_sun,shop_note,shop_page1,shop_page2,shop_page3,shop_tel,shop_tag,shop_address,shop_lat,shop_lon,shop_img
슬금슬금,카페,#카페,#단체석 #주차 #포장 #예약 #무선인터넷 #반려동물동반,서울,휴무,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 23:00,10:00 ~ 23:00,휴무,공휴일 휴무,http://instagram.com/slgm.slgm,,,02-6408-5775,#모두의놀이터 #비건카페 #퀴어프랜들리 #제로웨이스트 #차별없는환대,서울 마포구 월드컵북로 75 2층,37.5604111,126.915787,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210714_182%2F1626237876714mf3mw_JPEG%2FgzTxOLeiyBklLzxWNtFfpufy.jpeg.jpg
슬기로운생활,종합생활용품,#주방 #욕실 #리필,#주차 #배달 #반려동물동반,경기,휴무,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,11:00 ~ 18:00,휴무,,https://www.instagram.com/_seulki.roun.life,https://blog.naver.com/seulki_life,,0507-1397-5132,#제로웨이스트샵 #친환경 #용기내 #리필스테이션,경기 성남시 분당구 장미로132번길 13 1층 102호,37.4119077,127.1355905,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220727_218%2F1658909809725uKcB9_JPEG%2FKakaoTalk_20220724_110443704_04.jpg
싱글룸 제로웨이스트 마켓,종합생활용품,#주방 #욕실 #문구 #식료품,#포장 #배달 #예약 #반려동물동반,충북,휴무,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,11:00 ~ 20:00,,https://smartstore.naver.com/singleroomzerowaste,,,0507-1333-6206,#제로웨이스트 #제로웨이스트샵 #리필스테이션 #제로웨이스트마켓 #친환경잡화점,충북 청주시 상당구 중고개로141번길 14-2 1층 싱글룸 제로웨이스트 마켓,36.6252363,127.5091628,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220511_215%2F1652240163882W7y2X_JPEG%2F%25C3%25BB%25C1%25D6%25C7%25D6%25C7%25C31.jpeg
쏘유니크 비건랩,카페,#주방 #식료품 #카페,#주차 #포장 #예약 #무선인터넷 #반려동물동반,경기,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 20:00,09:00 ~ 18:00,,https://www.instagram.com/so.unique_vegan,,,0507-1317-7606,,경기 안산시 단원구 이삭2길 55-1 1층,37.3124774,126.8370514,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220124_46%2F1643019690881Fi1ur_JPEG%2F6648D53F-951B-4835-90B7-736BA4A2281D.jpeg
아로마그램,종합생활용품,#화장품 #리필,#주차 #예약 #무선인터넷 #남/녀화장실구분,서울,휴무,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,휴무,,,,,02-6242-5189,#감정아로마 #제로웨이스트샵 #방배사이길 #리필스테이션 #제로마켓,서울 서초구 방배로42길 31-4 102호,37.494659,126.9903315,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220831_104%2F1661920746337DhWiS_JPEG%2F20220824_102028.jpg
아로마크러쉬 주식회사,공방,#욕실 #화장품 #공방,#주차 #예약 #무선인터넷 #남/녀화장실구분,경남,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,10:00 ~ 16:00,휴무,휴무,12:00 ~ 13:00 휴게시간,,,,0507-1312-5930,#비누OEM #창원반려동물 #제로웨이스트 #사회적기업 #아로마테라피,경남 창원시 성산구 마디미로9번길 4 삼원회관 706호,35.2230464,128.6854684,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220119_32%2F1642571574504NHf1L_JPEG%2FIMG_20220114_235919_404.jpg
아로마티카 제로스테이션 신사,화장품,#화장품 #리필 #카페,#주차 #포장 #예약 #무선인터넷 #반려동물동반 #남/녀화장실구분,서울,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,11:00 ~ 19:00,휴무,,https://aromatica.co.kr/,https://www.instagram.com/aromatica.life/?hl=ko,https://aromatica.co.kr/brand/zero_station.html,1833-6569,#리필스테이션 #제로스테이션 #제로웨이스트 #아로마티카 #제로웨이스트샵,서울 강남구 도산대로1길 62 1층,37.5207424,127.0194099,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210423_103%2F1619149693211R0vTJ_JPEG%2FEaM4npmzL8Ty1FPCp_LW8I6J.jpg
아마씨 아름엄마 씨앗밥상,식료품,#식료품,#주차 #포장 #예약 #무선인터넷,전남,11:30 ~ 20:00,11:30 ~ 20:00,11:30 ~ 20:00,11:30 ~ 20:00,11:30 ~ 20:00,11:30 ~ 20:00,11:30 ~ 20:00,,https://www.instagram.com/ama_seed/,,,0507-1330-2599,,전남 순천시 역전2길 50,34.9479918,127.4975906,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210701_117%2F1625110466611QQ0Wu_JPEG%2FzJnxzNlU5t3UXBj2Wf9dlAtC.jpeg.jpg
아워리,카페,#주방 #욕실 #카페,#단체석 #주차 #포장 #예약 #무선인터넷,서울,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,휴무,공휴일 11:00 ~ 22:00,https://www.instagram.com/ourre_cafe,,,0507-1440-0528,#노원카페 #달동네카페 #아워리 #제로웨이스트 #중계카페,서울 노원구 중계로2길 84 1층 101호 아워리,37.6433601,127.0835373,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211231_147%2F16409460262760OepJ_JPEG%2FA0D24BA1-3C4F-400E-A763-B42B43871A95.jpeg
아워리 라이프,종합생활용품,#주방 #욕실 #카페,#포장 #무선인터넷,서울,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,11:00 ~ 22:00,,http://www.instagram.com/ourre_life,,,0507-1469-0520,#제로웨이스트 #제로웨이스트샵 #소품샵 #친환경 #플라스틱프리,서울 노원구 중계로2길 84 1층 아워리 라이프,37.6433601,127.0835373,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220812_20%2F1660282807128A4Uhz_JPEG%2F4BBB59F7-5260-40D1-9C7F-19986CB8EB64.jpeg
아이네이처,종합생활용품,#욕실 #화장품 #공방,#단체석 #주차 #포장 #배달 #방문접수/출장 #예약 #무선인터넷 #반려동물동반 #남/녀화장실구분,경기,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무,,http://storefarm.naver.com/ins301020,https://blog.naver.com/ins301020,https://www.instagram.com/shalom-handmade/,0507-1322-0750,#천연비누 #제로웨이스트 #아로마테라피 #향수 #국제아로마테라피협회,경기 의정부시 중금로14번길 28,37.7547793,127.066814,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200528_113%2F15905941120023Ob4G_JPEG%2FiE2dMnKnQNhr4J5IZ8yVBaNy.jpg
아토모스,카페,#주방 #욕실 #식료품 #리필 #카페,#주차 #무선인터넷 #반려동물동반 #남/녀화장실구분 #장애인편의시설,서울,11:00 ~ 21:00,11:00 ~ 21:00,휴무,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,,https://atomos-store.kr/,http://instagram.com/atomos_seoul,https://smartstore.naver.com/atomos,02-6012-2102,,서울 성북구 성북로8길 11 1층 101호,37.5910842,127.0043789,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220722_139%2F1658470340616L5py6_JPEG%2F89E49C8A-EE29-4058-B60B-B37A9D4B15D1.jpeg
안녕 지구야 상점,종합생활용품,#주방 #욕실 #수거 #리필 #위생,#포장,경남,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 17:00,휴무,,http://instagram.com/hi_earth_store,http://m.smartstore.naver.com/hi-earth,,0507-1375-6145,#장유제로웨이스트샵 #김해제로웨이스트샵 #천연수세미 #고체치약 #대나무칫솔,경남 김해시 대청로26번안길 17-1 102호 안녕지구야 상점,35.1757253,128.8020336,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210906_18%2F1630919167561uEeG3_JPEG%2FB8-2LAY-QgckueohICcPm5Dz.jpeg.jpg
알맹상점,종합생활용품,#주방 #욕실 #리필 #수거 #악세사리,#무선인터넷,서울,휴무,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,12:00 ~ 20:00,,https://almang.net/,https://blog.naver.com/almangmarket,https://www.instagram.com/almang_market/,010-2229-1027,#플라스틱프리 #제로웨이스트 #리필 #소분 #워크숍,서울 마포구 월드컵로25길 47 3층 알맹상점,37.557761,126.9052787,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220418_112%2F1650244941125cuaza_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2022-04-17_%25BF%25C0%25C8%25C4_10.47.01.png
알맹상점 리스테이션,종합생활용품,#주방 #욕실 #카페 #리필 #수거 #화장품,#무선인터넷 #장애인편의시설,서울,휴무,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,"설연휴, 추석연휴 휴무",https://blog.naver.com/almangmarket,https://www.instagram.com/almang_market,,070-7777-1925,#제로웨이스트샵 #서울역옥상정원 #알맹상점 #제로웨이스트 #재활용,서울 중구 한강대로 405 4층 (롯데마트 4층 옥외주차장 왼편나무건물),37.555042,126.9695336,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210708_173%2F1625726242835o4yTk_JPEG%2FjSnzQ1Zr9U7zp3noGcOhZDTP.jpg
앤캔들,공방,#욕실 #공방,#주차,서울,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,,https://www.instagram.com/anne_candles,www.instagram.com/youn_hee81,,0507-1347-5684,#마포캔들 #상암동공방 #마포구캔들 #마포구천연비누 #마포구제로웨이스트,서울 마포구 월드컵북로 235 성산시영아파트 24동 1층 12호,37.570074,126.903604,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221012_12%2F1665546124629KS9Kd_JPEG%2F20220326_174159.jpg
야트막,카페,#주방 #욕실 #식료품 #카페,#단체석 #예약 #반려동물동반,서울,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,10:00 ~ 18:30,11:00 ~ 19:00,11:00 ~ 19:00,,https://www.instagram.com/yatmak_cafe,,,0507-1428-1035,#브런치 #서대문카페 #제로웨이스트 #제로웨이스트샵 #프렌치토스트 #브런치카페 #카카오페이 #제로페이,서울 서대문구 독립문로 29 1층 야트막,37.5694195,126.9613753,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220806_244%2F16597724583095OR5F_JPEG%2FF2ED3EC7-8749-40B5-A28C-48EE1274DA3A.jpeg
어거스트그린,공방,#악세사리 #공방,#예약 #무선인터넷,서울,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,10:00 ~ 22:00,,http://augustgreen.co.kr/,http://instagram.com/8green_ecomarket,http://m.smartstore.naver.com/augustgreen,070-4351-0979,#라탄공방 #라탄공예 #에코파우치 #제로웨이스트 #에코마켓,서울 강서구 우장산로 19-1 1동 201호,37.554627,126.8394532,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210214_225%2F1613279952929fq82M_JPEG%2F0Eb_A6djMbDYPqbWoQRv8vIe.jpg
어쩌다에코,종합생활용품,#주방 #욕실 #악세사리,#주차 #반려동물동반,서울,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,10:00 ~ 20:00,휴무,휴무,,https://www.instagram.com/uhjjeoda_eco,,,0507-1353-1547,#친환경샵 #제로마켓 #리필스테이션 #제로웨이스트샵,서울 영등포구 양평로28마길 7 와일드와일드웨스트 매장 내 2층,37.5419014,126.8909274,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220628_224%2F1656390131647OpC8Q_JPEG%2FKakaoTalk_20220628_132130552_01.jpg
얼스박스,종합생활용품,#주방 #욕실,#무선인터넷 #반려동물동반 #주차 #장애인편의시설,서울,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,,https://www.earthbox.co.kr,www.instagram.com/earthbox_official,smartstore.naver.com/earth_box,02-734-9111,#제로웨이스트 #제로웨이스트샵 #제로웨이스트키트 #친환경생활용품 #홈가드닝,서울 은평구 증산서길 139 1층,37.5871768,126.9110567,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F62CF8DBFFEA546B1A54EC4F9EA38F0E6
얼스어스,카페,#카페,#단체석 #무선인터넷,서울,12:00 ~ 21:00,휴무,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,,https://www.instagram.com/earth__us/,,,,#제로웨이스트샵 #제로페이,서울 마포구 성미산로 150,37.5641006,126.9232427,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Fpostfiles4.naver.net%2FMjAxOTExMThfNDcg%2FMDAxNTc0MDM3MDgyNzE3.5PrkVc2Y8GjkdjH0PsgoCx3nmyb9h4XY-YRRQrykFr8g.Vyaqs7ZdQUADoRRi7xn742lbWL4PmHHUUnQivorsGDUg.JPEG.miri0614%2FIMG_5315.JPG%3Ftype%3Dw966
얼스오브제,공방,#욕실 #공방,#주차 #포장 #예약,서울,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,휴무,11:00 ~ 17:00,휴무,,https://www.instagram.com/earth_objet,,,010-7375-0858,#친환경제품 #제로웨이스트선물세트 #답례품제작 #원데이클래스 #도봉구공방,서울 도봉구 덕릉로59길 73-29 1층,37.6405323,127.0346807,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220807_232%2F1659856995212smyxF_PNG%2F3F569989-9EB8-4F50-8690-CB2E74CFC957.png
얼스호텔,종합생활용품,#주방 #욕실 #의류 #문구 #리필 #도서,#무선인터넷,인천,휴무,13:00 ~ 19:00,휴무,휴무,13:00 ~ 19:00,12:00 ~ 19:00,휴무,,https://www.instagram.com/earthhotel_official,,,032-523-3657,#제로웨이스트 #동네서점 #부평제로웨이스트 #제로웨이스트챌린지 #고체비누,인천 부평구 부평문화로 161 2층,37.493957,126.7344232,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220217_36%2F1645078897731RVob4_JPEG%2F1.001.jpeg
얼쓰인어스,식료품,#욕실 #식료품 #수거 #리필,#주차 #무선인터넷 #남/녀화장실구분,세종,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,11:00 ~ 21:00,14:00 ~ 17:00 브레이크타임,https://smartstore.naver.com/earth_in_us,http://instagram.com/earthinus21,,044-999-4219,,세종 대평로 86 A동 102호,37.2960628,126.993159,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211011_91%2F1633931234303lOj4W_JPEG%2FrGSLbGg2x1dafbKjSF-EOZ4B.jpg
에센시에르,화장품,#주방 #욕실 공방,#포장,대구,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,12:00 ~ 21:00,휴무,휴무,,http://www.essencher.com/,https://www.instagram.com/essencher_official,https://smartstore.naver.com/essencher,0507-1344-8727,#화장품제조업 #천연수제비누 #친환경용품 #제로웨이스트샵 #친환경설거지비누,대구 북구 학남로 14-1 에센시에르,35.948031,128.5666527,
에코로이,종합생활용품,#주방 #욕실 #리필,#주차 #예약 #반려동물동반,경기,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 16:00,10:00 ~ 18:00,,http://www.ecoroi.kr/,,,010-6440-0276,#제로웨이스트 #친환경세제리필 #천연수세미 #소창행주 #세제리필카,경기 김포시 양촌읍 양곡4로 25,37.6559139,126.6234434,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210727_201%2F1627377667024MfEqN_JPEG%2FLFkZs5XCuAaxuFPK1FKKU7to.jpg
에코온발전소,종합생활용품,#주방 #욕실 #리필,예약 #반려동물동반,경기,휴무,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무,12:00 ~ 13:00 휴무시간,https://www.instagram.com/_eco.on_,,,010-3355-0624,#제로웨이스트 #리필러리 #자원순환 #워크샵 #제로웨이스트샵,경기 김포시 김포한강11로438번길 123 에코온발전소,37.6342473,126.7370613,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210825_234%2F1629831070937EE9SC_JPEG%2Fimage.jpg
역,공방,#공방,#무선인터넷 #반려동물동반,서울,휴무,12:00 ~ 20:30,12:00 ~ 20:30,12:00 ~ 20:30,12:00 ~ 20:30,12:00 ~ 20:30,12:00 ~ 20:30,,https://www.instagram.com/buam_station/,smartstore.naver.com/buam_staion,,010-5816-2171,#원데이클래스 #제로웨이스트샵 #제로페이,서울 종로구 창의문로 136,37.5927213,126.965393,https://img1.kakaocdn.net/cthumb/local/R1920x0/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE9F0CDE6D859470F994678D59C12211F
연근상점,식료품,#주방 #욕실 #식료품 #카페 #도서,#포장 #예약 #무선인터넷 #반려동물동반,인천,13:00 ~ 20:00,휴무,휴무,13:00 ~ 20:00,13:00 ~ 20:00,13:00 ~ 20:00,13:00 ~ 20:00,임시 휴무 또는 운영시간이 날마나 조금씩 다를 수 있습니다. 인스타그램에 매일 오픈 공지를 올리고 있으니 참고 부탁 드립니다!,https://www.instagram.com/lotusroot_shop,,,010-6302-1610,#비건 #제로웨이스트 #제철음식 #비건카페 #요리,인천 부평구 길주로595번길 7-6 1층 연근상점,37.5076618,126.7284054,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220501_237%2F1651382919307cJBNv_JPEG%2F51062191-F6C1-4E83-9BC9-F18FE54C84DD.jpeg
영그램,종합생활용품,#주방 #욕실 #리필,#남/녀화장실구분 #장애인편의시설,서울,23:00 ~ 24:00,23:00 ~ 24:00,23:00 ~ 24:00,23:00 ~ 24:00,23:00 ~ 24:00,23:00 ~ 24:00,23:00 ~ 24:00,,https://www.instagram.com/0gram_official/,,,0507-1375-6761,#친환경 #제로웨이스트샵 #리필스테이션 #대나무칫솔 #마포제로웨이스트샵,서울 마포구 월드컵로 240 홈플러스 월드컵점 2층,37.5677584,126.8981147,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220212_129%2F1644636996806DECCj_JPEG%2FKakaoTalk_20220110_135057667.jpg
예서향기공방,공방,#의류 #공방,#예약 #반려동물동반,서울,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,10:00 ~ 19:00,,,,,010-7263-4169,,서울 마포구 월드컵로19길 23,37.5563643,126.908137,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220901_79%2F1662027641465L8qOE_JPEG%2F20220823_140606-01.jpeg
오름,종합생활용품,#주방 #욕실 #수거 #리필 #악세사리,#포장 #무선인터넷,경기,휴무,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,12:00 ~ 19:00,,http://www.eco-oreum.com/,http://instagram.com/eco_oreum?utm_medium=copy_link,,0507-1464-5251,#유기농 #친환경 #행궁동제로웨이스트 #제로웨이스트 #행궁동,경기 수원시 팔달구 행궁로 41-1 오름,37.2789138,127.0152635,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220108_262%2F1641619716140Q6nzy_JPEG%2FKakaoTalk_20220108_142548332.jpg
옥이애견공방,공방,#욕실 #공방,#단체석 #주차 #예약 #반려동물동반,경기,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,10:00 ~ 21:00,,https://blog.naver.com/skyso24,https://www.instagram.com/cokotoreu,,010-5680-9143,#반려동물아로마테라피 #제로웨이스트 #펫아로마테라피 #비누원데이클래스,경기 부천시 석천로16번길 9 1층,37.4889706,126.7604242,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220706_267%2F16570900303030Hkxd_JPEG%2FPoint_Blur_Jul062022_153747.jpg
온다멀티샵,종합생활용품,#주방 #욕실 #의류,#무선인터넷 #반려동물동반,전남,11:00 ~ 18:00,11:00 ~ 18:00,14:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,10:00 ~ 12:00,휴무,,,,,010-4645-7831,#여성의류 #제로웨이스트 #소품 #액세서리,전남 강진군 강진읍 보은로4길 6,34.6386834,126.7740422,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220813_281%2F16603398904732AKfG_JPEG%2F1FFAF7D7-C0DB-4805-9D51-D912FC669A3E.jpeg
온사이드,종합생활용품,#주방 #욕실 #공방,#주차 #예약 #무선인터넷 #남/녀화장실구분,충북,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,11:00 ~ 18:00,휴무,휴무,,https://www.instagram.com/onside.cj,,,0507-1352-2695,#친환경용품 #리필스테이션 #친환경화장품만들기 #리필향수만들기 #제로웨이스트샵,충북 청주시 흥덕구 가경로 140 세원3차상가 2층 온사이드,36.627317,127.4388736,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220207_239%2F1644204280958NVKMG_PNG%2F1644061393653.png
와이즈에이프런,종합생활용품,#의류,#주차 #무선인터넷,서울,10:00 ~ 18:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,휴무,휴무,,https://www.instagram.com/wiseapron,http://wiseapron.co.kr/,https://blog.naver.com/wiseapron,070-7542-3917,#에이프런 #앞치마 #유니폼 #티코스터 #제로웨이스트,서울 종로구 지봉로 19 시즌빌딩 8층 810호,37.5717293,127.0152991,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220823_14%2F1661241793668AhXdj_JPEG%2F%25C1%25A6%25B8%25F1_%25BE%25F8%25C0%25BD-1.jpg
용기내 담아가게,카페,#주방 #욕실 #리필 #카페,#주차 #포장 #무선인터넷 #남/녀화장실구분,경기,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무,휴무,"추석연휴, 공휴일 휴무",http://zerowasteshop.modoo.at/,https://www.instagram.com/dam_a_store1,,0507-1458-2403,#남양주친환경 #리필스테이션 #제로웨이스트샵 #플라스틱프리 #제로웨이스트 #세제리필샵 #경기지역화폐,경기 남양주시 와부읍 덕소로97번길 9 일신프라자 용기내 담아가게,37.5868143,127.2125016,https://ldb-phinf.pstatic.net/20210524_172/1621862198095AfnX3_JPEG/7NwNGkWFygwbuZxlg-8rXalG.jpeg.jpg
용기내요,종합생활용품,#주방 #욕실 #식료품 #리필 #공방,#주차 #포장 #무선인터넷,경북,휴무,13:30 ~ 18:00,13:30 ~ 18:00,13:30 ~ 18:00,13:30 ~ 18:00,14:30 ~ 18:00,휴무,,https://www.instagram.com/yonggi_naeyo,,,0507-1372-0271,#대나무칫솔 #고체치약 #제로웨이스트샵 #리필스테이션 #단체답례품,경북 경산시 백양로34길 11 1층 101호,35.8101689,128.7595143,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211106_59%2F16361665625910UGCd_JPEG%2FG3EF6uHaBrreDCEqASnd37Et.jpeg.jpg
우리동네 봄날,카페,#주방 #욕실 #카페,#단체석 #주차 #포장 #방문접수/출장 #예약 #무선인터넷 #남/녀화장실구분,인천,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,휴무,,https://www.instagram.com/zero_bomnal,http://cafe.naver.com/bomnal2021,,070-8801-1995,,인천 연수구 청량로164번길 10 지하 1층,37.4216322,126.6537152,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210624_113%2F1624507065591lgQDb_JPEG%2Fr9wuoRjAdMzZfbjy-1l44E9e.jpg
